36.625477,1,0
48.737043,0,0
49.460526,0,0
39.007226,0,0
62.127005,0,0
54.255335,0,0
62.417258,0,0
56.879392,0,0
58.324501,0,0
50.813562,0,0
57.986368,0,0
58.708316,0,0
57.421372,0,0
57.693398,0,0
44.503602,0,0
51.569932,0,0
38.858474,0,0
56.398589,0,0
54.768816,0,0
39.90063,0,0
60.053314,0,0
59.60079,0,0
39.703122,0,0
37.107115,0,0
36.826536,0,0
45.096034,0,0
46.286875,0,0
52.479489,0,0
54.782018,0,0
55.137469,0,0
58.691009,0,0
52.677507,0,0
39.701475,0,0
48.728391,0,0
50.541689,0,0
50.445361,0,0
51.240753,0,0
51.229989,0,0
49.072671,0,0
59.253267,0,0
49.48726,0,0
54.352288,0,0
57.97019,0,0
40.22716,0,0
28.848179,0,0
55.944811,0,0
67.030943,0,0
67.787323,0,0
53.144804,0,0
51.805556,0,0
54.395841,0,0
53.488272,0,0
66.920686,0,0
59.485558,0,0
61.02715,0,0
60.545005,0,0
54.982861,0,0
56.796611,0,0
41.751762,0,0
55.610859,0,0
40.464623,0,0
40.025165,0,0
62.602089,0,0
51.583774,0,0
48.859333,0,0
61.277304,0,0
62.147923,0,0
60.915943,0,0
61.511119,0,0
62.636319,0,0
53.03947,0,0
52.591695,0,0
48.009781,0,0
40.686064,0,0
46.100341,0,0
61.15452,0,0
74.079923,0,0
62.543807,0,0
42.989148,0,0
49.254638,0,0
52.966099,1,0
72.033981,0,0
66.136456,0,0
56.404345,0,0
57.033698,0,0
56.654959,0,0
58.584125,0,0
54.45133,0,0
62.103802,0,0
61.127282,0,0
58.067161,0,0
63.401432,0,0
54.037569,0,0
57.473161,0,0
46.125642,0,0
58.754884,0,0
61.202916,0,0
70.611985,0,0
62.746598,0,0
59.355367,0,0
55.179791,0,0
50.521114,0,0
64.312206,0,0
46.721982,0,0
60.31178,0,0
55.430686,0,0
82.883908,0,0
52.177215,0,0
59.392768,0,0
57.420313,0,0
58.397388,0,0
58.489425,0,0
65.188545,0,0
59.176689,0,0
57.338806,0,0
58.962625,0,0
64.604839,0,0
47.052996,0,0
54.399503,0,0
60.085439,0,0
51.510799,0,0
59.490824,0,0
57.763413,0,0
47.5088,0,0
40.721377,0,0
55.393235,0,0
63.300549,0,0
68.27568,0,0
61.731211,0,0
55.381231,0,0
57.867672,0,0
55.255425,0,0
58.224035,0,0
54.901937,0,0
63.433863,0,0
53.156082,0,0
51.414415,0,0
63.340339,0,0
52.953946,0,0
