32.513968,1,0
36.755398,0,0
41.402318,0,0
60.05824,0,0
59.934969,0,0
62.696937,0,0
71.520187,0,0
84.908395,0,0
157.610628,0,0
222.008851,0,0
384.532447,0,0
301.374925,0,0
180.549855,0,0
120.837403,0,0
125.646328,0,0
108.204089,0,0
107.842817,0,0
117.345059,0,0
116.644985,0,0
137.837896,0,0
144.061559,0,0
149.633367,0,0
162.003996,0,0
166.50343,0,0
179.148889,0,0
169.785146,0,0
190.841772,0,0
183.712668,0,0
186.698789,0,0
196.254998,0,0
204.131847,0,0
199.515402,0,0
204.915076,0,0
206.897777,0,0
204.951181,0,0
213.871797,0,0
217.439692,0,0
224.184661,0,0
227.53296,0,0
225.719821,0,0
242.875391,0,0
251.950119,0,0
243.704236,0,0
241.70129,0,0
233.538505,0,0
234.695227,0,0
236.658488,0,0
240.050643,0,0
247.946809,0,0
244.4228,0,0
242.024768,0,0
244.169129,0,0
233.354166,0,0
231.561343,0,0
234.313907,0,0
243.384195,0,0
242.037775,0,0
253.242477,0,0
261.511705,0,0
264.280781,0,0
268.135676,0,0
272.732385,0,0
272.072959,0,0
279.601821,0,0
284.145159,0,0
268.350254,0,0
271.016421,0,0
271.98143,0,0
273.639756,0,0
282.54479,0,0
290.787846,0,0
292.709009,0,0
285.70201,0,0
281.470085,0,0
277.88929,0,0
272.213469,0,0
272.630754,0,0
268.182956,0,0
289.339143,0,0
299.615628,0,0
294.243952,1,0
304.246419,0,0
317.750554,0,0
328.089421,0,0
331.383693,0,0
324.474839,0,0
323.846948,0,0
327.162878,0,0
328.242023,0,0
324.073016,0,0
335.625884,0,0
327.233459,0,0
315.232636,0,0
296.10033,0,0
296.260494,0,0
306.452206,0,0
298.671333,0,0
308.969627,0,0
337.606221,0,0
340.694703,0,0
343.889084,0,0
334.39397,0,0
337.468793,0,0
340.253642,0,0
344.283671,0,0
352.395269,0,0
347.894476,0,0
346.548316,0,0
341.96379,0,0
339.770843,0,0
348.121412,0,0
347.482313,0,0
347.518422,0,0
361.321789,0,0
363.573191,0,0
368.555378,0,0
356.125576,0,0
354.381493,0,0
347.280218,0,0
342.848994,0,0
359.615891,0,0
376.127263,0,0
380.42144,0,0
387.823592,0,0
404.449872,0,0
413.877915,0,0
432.546227,0,0
426.558623,0,0
433.38692,0,0
435.417812,0,0
421.601732,0,0
428.277915,0,0
428.681268,0,0
447.811844,0,0
459.929516,0,0
471.574356,0,0
472.021481,0,0
487.206045,0,0
493.895556,0,0
507.815722,0,0
514.532463,0,0
528.543044,0,0
534.845824,0,0
537.177023,0,0
544.626631,0,0
545.747,0,0
535.710943,0,0
543.715904,0,0
553.5986,0,0
543.689953,0,0
551.335393,0,0
553.202779,0,0
